UID,站名,可借
KHH501210138,YouBike2.0_後昌慶昌街(東北側),5
KHH501210139,YouBike2.0_高楠公路1711巷口,14
KHH501210140,YouBike2.0_隆昌休閒公園,12
KHH501210141,YouBike2.0_瑞仁瑞仁路76巷口,7
KHH501211001,YouBike2.0_高雄科技大學旗津校區,27
KHH501211002,YouBike2.0_高雄市立旗津醫院(旗港路),10
KHH501211003,YouBike2.0_中洲渡輪船站,0
KHH501211004,YouBike2.0_旗津漁港公有停車場,7
KHH501211005,YouBike2.0_旗津貝殼館,10
KHH501211006,YouBike2.0_旗津海水浴場,8
KHH501211007,YouBike2.0_旗津海岸公園停車場,19
KHH501211008,YouBike2.0_上竹公園,5
KHH501211009,YouBike2.0_勞動女性紀念公園(旗津三路),10
KHH501211010,YouBike2.0_旗津中洲二路口,5
KHH501211012,YouBike2.0_中洲三復興三路口(西北側),5
KHH501212001,YouBike2.0_宏平大鵬路口,16
KHH501212002,YouBike2.0_捷運小港站(2號出口),5
KHH501212003,YouBike2.0_捷運小港站(1號出口),3
KHH501212004,YouBike2.0_德平街兒童遊戲場,1
KHH501212005,YouBike2.0_高雄公園(中山四路),12
KHH501212006,YouBike2.0_大業北二苓路口,3
KHH501212007,YouBike2.0_合作公園(金城路),16
KHH501212008,YouBike2.0_合作公園(勝安街),9
KHH501212009,YouBike2.0_中山國中(漢民路),15
KHH501212010,YouBike2.0_高雄宏平郵局,6
KHH501212011,YouBike2.0_漢民公園(漢民路),27
KHH501212012,YouBike2.0_華立兒童公園,6
KHH501212013,YouBike2.0_高餐大附中,34
KHH501212014,YouBike2.0_高雄市社教館,19
KHH501212015,YouBike2.0_捷運高雄國際機場站(1號出口),19
KHH501212016,YouBike2.0_捷運小港站(4號出口),27
KHH501212017,YouBike2.0_平和路公共停車場,19
KHH501212018,YouBike2.0_翠平公園,0
KHH501212019,YouBike2.0_步道公園,6
KHH501212020,YouBike2.0_空中大學,23
KHH501212021,YouBike2.0_桂陽公園,18
KHH501212022,YouBike2.0_臨海兒童公園,4
KHH501212023,YouBike2.0_中鋼台船,57
KHH501212024,YouBike2.0_小港醫院,23
KHH501212025,YouBike2.0_小港森林公園(華山路),7
KHH501212026,YouBike2.0_小港區公所,7
KHH501212027,YouBike2.0_山明北林路口,3
KHH501212028,YouBike2.0_小港森林公園(高松路),7
KHH501212029,YouBike2.0_小港森林公園(近營口路),4
KHH501212030,YouBike2.0_中安保華一路口,7
KHH501212031,YouBike2.0_高雄市立圖書館小港分館,1
KHH501212032,YouBike2.0_明義國中(高鳳路),10
KHH501212033,YouBike2.0_莿蔥腳濕地公園,3
KHH501212034,YouBike2.0_中光街22巷口停車場,16
KHH501212035,YouBike2.0_崇本崇明街10巷口,5
KHH501212036,YouBike2.0_大坪頂公園,8
KHH501212037,YouBike2.0_坪頂國小,3
KHH501212038,YouBike2.0_高雄市熱帶植物園,7
KHH501212039,YouBike2.0_松崗停車場,1
KHH501212040,YouBike2.0_高坪五十路口,6
KHH501212041,YouBike2.0_天順港福街29巷口,0
KHH501212043,YouBike2.0_捷運小港站(3號出口),30
KHH501212044,YouBike2.0_泰山兒童遊戲場,0
KHH501212045,YouBike2.0_小港森林公園(秀峰街),28
KHH501212046,YouBike2.0_宏平沿海一路口,5
KHH501212047,YouBike2.0_宏光宏智街口,3
KHH501212048,YouBike2.0_餐旅大學(松信路),37
KHH501212049,YouBike2.0_台機大地街口,29
KHH501212050,YouBike2.0_孔宅兒童遊戲場,7
KHH501212051,YouBike2.0_宏平金府路口,4
KHH501212052,YouBike2.0_店鎮公園,10
KHH501212053,YouBike2.0_中安德仁路口,8
KHH501212054,YouBike2.0_高坪高坪二十二路口,8
KHH501212055,YouBike2.0_大苓里公園,6
KHH501212056,YouBike2.0_廈莊兒童公園,1
KHH501212057,YouBike2.0_漢民宮安街口,15
KHH501212058,YouBike2.0_永忠兒童遊戲場,7
KHH501212059,YouBike2.0_松樂松光街95巷口,11
KHH501212060,YouBike2.0_孔鳳兒童遊戲場,1
KHH501212061,YouBike2.0_桂林兒童遊戲場,0
KHH501212062,YouBike2.0_小港國中,20
KHH501212063,YouBike2.0_中安桂平街口,7
KHH501212064,YouBike2.0_孔宅綠園,6
KHH501212065,YouBike2.0_新豐兒童遊戲場,10
KHH501212066,YouBike2.0_港興兒童遊戲場,3
KHH501212067,YouBike2.0_東亞南路綠帶公園,10
KHH501212068,YouBike2.0_港明兒童遊戲場,5
KHH501212069,YouBike2.0_松山公園,2
KHH501212070,YouBike2.0_山東公園,0
KHH501212071,YouBike2.0_山明公園,11
KHH501212072,YouBike2.0_達德漢威街口,3
KHH501212073,YouBike2.0_中鋼北門,29
KHH501212074,YouBike2.0_松金兒童遊戲場,7
KHH501212075,YouBike2.0_坪兒兒童遊戲場,11
KHH501212076,YouBike2.0_六苓兒童遊戲場,10
KHH501212077,YouBike2.0_鳳鳴國小,11
KHH501212078,YouBike2.0_鳳林國中,7
KHH501212079,YouBike2.0_鳳林國小,9
KHH501212080,YouBike2.0_港信港源街口,9
KHH501213001,YouBike2.0_蚵仔寮觀光魚市,10
KHH501213002,YouBike2.0_蚵寮國中,7
KHH501213003,YouBike2.0_中正港六街口,9
KHH501213004,YouBike2.0_蚵寮國小,8
KHH501213005,YouBike2.0_梓官國小,9
KHH501213006,YouBike2.0_梓平公園,6
KHH501213007,YouBike2.0_梓和公園,7
KHH501213008,YouBike2.0_梓官老人日照中心,6
KHH501213009,YouBike2.0_大舍南大舍南路96巷口,9
KHH501213010,YouBike2.0_梓信社區活動中心,11
KHH501213011,YouBike2.0_信蚵里社區聯合活動中心,9
KHH501213012,YouBike2.0_赤東社區活動中心,10
KHH501213013,YouBike2.0_赤崁老人活動中心,10
KHH501214001,YouBike2.0_後備指揮部,10
KHH501214002,YouBike2.0_古文物公園,6
KHH501214003,YouBike2.0_慈惠公園,12
KHH501214004,YouBike2.0_竹後國小,13
KHH501214005,YouBike2.0_仁慈公園,7
KHH501214006,YouBike2.0_北屋滯洪公園,12
KHH501214007,YouBike2.0_承德公園,6
KHH501214008,YouBike2.0_八卦國小,2
KHH501214009,YouBike2.0_八德停車場,10
KHH501214010,YouBike2.0_高楠五高楠四街口,10
KHH501214011,YouBike2.0_仁和公園,15
KHH501214012,YouBike2.0_大灣國中,10
KHH501214013,YouBike2.0_八卦休閒公園,0
KHH501214015,YouBike2.0_仁武區運動公園,9
KHH501214016,YouBike2.0_八卦里滯洪公園,10
KHH501214017,YouBike2.0_霞海東二霞海中街口,7
KHH501214018,YouBike2.0_育才公21停車場,6
KHH501214019,YouBike2.0_勇全赤誠街口,8
KHH501214020,YouBike2.0_八德一八德中路口,12
KHH501214021,YouBike2.0_澄合段停九停車場,5
KHH501214022,YouBike2.0_文武公園,6
KHH501214023,YouBike2.0_中華里活動中心,3
KHH501214024,YouBike2.0_仁和南中正路口,8
KHH501214025,YouBike2.0_高鐵左營基地,11
KHH501214026,YouBike2.0_八德東八德南路口,10
KHH501214027,YouBike2.0_八德重劃公園,3
KHH501214028,YouBike2.0_九番埤濕地公園,11
KHH501214029,YouBike2.0_霞海榮總路522巷口,8
KHH501214030,YouBike2.0_八卦里公有停車場,8
KHH501214031,YouBike2.0_仁林中華路口,40
KHH501214032,YouBike2.0_九番埤濕地公園(霞海南二街),9
KHH501214033,YouBike2.0_大灣綜合活動中心,9
KHH501214034,YouBike2.0_後安羽球館,13
KHH501214035,YouBike2.0_仁武文學公園,12
KHH501214036,YouBike2.0_考潭巡守隊(成功路),3
KHH501214037,YouBike2.0_灣內社區活動中心,6
KHH501214038,YouBike2.0_八卦休閒公園(八德北路),0
KHH501214039,YouBike2.0_慈惠公園(仁雄路),20
KHH501214040,YouBike2.0_八德永和一街口,10
KHH501214041,YouBike2.0_八德西八德中路口,0
KHH501214042,YouBike2.0_八德東澄德路口,11
KHH501214043,YouBike2.0_環湖仁安三巷口(東側),9
KHH501214044,YouBike2.0_觀音湖風景區停車場,12
KHH501214045,YouBike2.0_觀音湖福德殿,10
KHH501214046,YouBike2.0_仁勇赤吉街(西側),17
KHH501214048,YouBike2.0_福氣運動中心,8
KHH501215001,YouBike2.0_林園行政中心,14
KHH501215002,YouBike2.0_幸福公園,4
KHH501215003,YouBike2.0_中芸國小,5
KHH501215004,YouBike2.0_林園區衛生所,6
KHH501215005,YouBike2.0_王公國小,5
KHH501215006,YouBike2.0_清水巖榕樹休憩公園,6
KHH501215007,YouBike2.0_漁港公園,6
KHH501215008,YouBike2.0_海洋濕地公園,11
KHH501215009,YouBike2.0_田中央公園,6
KHH501215010,YouBike2.0_沿海工業一路口,15
KHH501215011,YouBike2.0_汕尾地區聯合社區活動中心,6
KHH501215012,YouBike2.0_爐濟殿公園,9
KHH501215013,YouBike2.0_林園五塊厝兒童公園,7
KHH501215014,YouBike2.0_林園三庄三元殿,9
KHH501215015,YouBike2.0_仁愛休閒公園,6
KHH501215016,YouBike2.0_溪州公園,9
KHH501215017,YouBike2.0_林園大安公園,5
KHH501215018,YouBike2.0_中芸國中,7
KHH501215020,YouBike2.0_港埔國小,9
KHH501216001,YouBike2.0_醒村(後門),11
KHH501216002,YouBike2.0_河華岡山路口南側,37
KHH501216003,YouBike2.0_岡山國中(岡燕路),15
KHH501216004,YouBike2.0_岡山公園(壽華路側),12
KHH501216005,YouBike2.0_岡山高中,99
KHH501216006,YouBike2.0_仁壽橋(溪東路側),18
KHH501216007,YouBike2.0_第六河川局,6
KHH501216008,YouBike2.0_仁壽橋(阿公店路二段側),7
KHH501216009,YouBike2.0_岡山和平公園,8
KHH501216011,YouBike2.0_岡山國中(大德二路側),21
KHH501216012,YouBike2.0_岡山區戶政事務所,0
KHH501216013,YouBike2.0_岡山河堤公園(仁義路側),10
KHH501216014,YouBike2.0_岡山稽徵所(健鷹南路側),9
KHH501216015,YouBike2.0_勵志新城(岡山路側),9
KHH501216016,YouBike2.0_岡山文化中心停車場,23
KHH501216017,YouBike2.0_中華民國空軍第三後勤指揮部,8
KHH501216018,YouBike2.0_航空教育展示館,6
KHH501216019,YouBike2.0_台灣滷味博物館停車場,4
KHH501216020,YouBike2.0_捷運岡山車站(2號出口),37
KHH501216021,YouBike2.0_捷運岡山高醫站(2號出口),12
KHH501216022,YouBike2.0_岡山國小,13
KHH501216023,YouBike2.0_河華前峰路口,18
KHH501216024,YouBike2.0_岡山平面停車場,2
KHH501216025,YouBike2.0_典寶溪A區滯洪池,4
KHH501216026,YouBike2.0_大遼友情路口(西北側),4
KHH501216027,YouBike2.0_前峰國中,8
KHH501216028,YouBike2.0_竹圍國小,1
KHH501216029,YouBike2.0_光潭路134巷光潭路116巷口,9
KHH501216030,YouBike2.0_空軍軍史館,15
KHH501216031,YouBike2.0_鹽埔農村社區活動中心,8
KHH501216032,YouBike2.0_典寶溪A區滯洪池(清水路),13
KHH501216033,YouBike2.0_岡山陽明公園,5
KHH501216034,YouBike2.0_河華壽華路口,18
KHH501216035,YouBike2.0_夢-飛翔公園,15
KHH501216036,YouBike2.0_前峰國小,15
KHH501216037,YouBike2.0_正氣兒童公園,7
KHH501216039,YouBike2.0_本洲里活動中心,9
KHH501216040,YouBike2.0_壽天國小,13
KHH501216041,YouBike2.0_台上里活動中心,13
KHH501216042,YouBike2.0_岡山文化中心(後門),27
KHH501216043,YouBike2.0_華崗休憩公園,12
KHH501216044,YouBike2.0_嘉興國小,5
KHH501216045,YouBike2.0_岡山和平公園(大德一路),11
KHH501216046,YouBike2.0_河堤懷德路口,10
KHH501216047,YouBike2.0_河堤大仁南路口,12
KHH501216048,YouBike2.0_和平中和平三街口,13
KHH501216049,YouBike2.0_中山北忠誠街口,8
KHH501216050,YouBike2.0_嘉新支線綠帶公園,6
KHH501216051,YouBike2.0_河堤文化二街30巷口,9
KHH501216052,YouBike2.0_岡山寵物公園兒童遊戲場,11
KHH501216053,YouBike2.0_岡山河堤公園(筧橋路側),5
KHH501216054,YouBike2.0_福興宮福德祠,11
KHH501216055,YouBike2.0_典寶溪B區滯洪池,11
KHH501216056,YouBike2.0_協和協和路1巷口,14
KHH501216057,YouBike2.0_岡山國小灣裡分校,8
KHH501216058,YouBike2.0_捷運岡山車站(1號出口),26
KHH501216059,YouBike2.0_捷運岡山高醫(1號出口),40
KHH501216060,YouBike2.0_台上公園,11
KHH501216061,YouBike2.0_平和鐵道巷口,12
KHH501216062,YouBike2.0_富貴公園,7
KHH501216063,YouBike2.0_岡山車站跨站天橋後站,17
KHH501216064,YouBike2.0_國軍左營總醫院岡山分院,16
KHH501216065,YouBike2.0_岡山長老教會,13
KHH501216066,YouBike2.0_民族民族路11巷口,4
KHH501216067,YouBike2.0_岡山阿公店路二段,8
KHH501216068,YouBike2.0_竹圍西大全街11巷口,10
KHH501216071,YouBike2.0_壽峰橋(阿公店路二段),14
KHH501216072,YouBike2.0_巨輪協和路口,15
KHH501216073,YouBike2.0_嘉興國中,13
KHH501217001,YouBike2.0_興達港情人碼頭,8
KHH501217002,YouBike2.0_興達港立體停車場,2
KHH501217004,YouBike2.0_茄萣海岸公園,6
KHH501217005,YouBike2.0_仁愛港東街口,3
KHH501217006,YouBike2.0_茄萣濕地遊客中心,4
KHH501217007,YouBike2.0_茄萣國中,8
KHH501217008,YouBike2.0_興達平面停車場,10
KHH501217009,YouBike2.0_茄萣運動公園,4
KHH501218001,YouBike2.0_正修科技大學東側,24
KHH501218002,YouBike2.0_大埤調洪公園,9
KHH501218003,YouBike2.0_大華里民活動中心,9
KHH501218004,YouBike2.0_澄清湖,24
KHH501218005,YouBike2.0_正修科技大學,24
KHH501218006,YouBike2.0_文山高中,14
KHH501218007,YouBike2.0_澄清湖(海洋奇珍園),7
KHH501218008,YouBike2.0_澄清湖(仁智亭),25
KHH501218009,YouBike2.0_長庚醫院,12
KHH501218010,YouBike2.0_澄清湖(兒童園區),8
KHH501218011,YouBike2.0_澄清湖(後門),9
KHH501218012,YouBike2.0_澄清湖(第一停車場),0
KHH501218013,YouBike2.0_圓山大飯店,10
KHH501218014,YouBike2.0_憲兵204指揮部,10
KHH501218015,YouBike2.0_三亭攬勝,12
KHH501218016,YouBike2.0_育成琅環二街口,7
KHH501218017,YouBike2.0_明湖澄湖路口,14
KHH501218018,YouBike2.0_鳥松國小,7
KHH501218019,YouBike2.0_仁美國小,0
KHH501218020,YouBike2.0_江埤美德二街口,3
KHH501218021,YouBike2.0_福德公園,7
KHH501218022,YouBike2.0_大埤大智路口,15
KHH501218023,YouBike2.0_華美里活動中心,7
KHH501218024,YouBike2.0_大華夢公園,5
KHH501218025,YouBike2.0_鳳山圳滯洪公園,9
KHH501218026,YouBike2.0_鳥松國中,12
KHH501218027,YouBike2.0_恆山南竹安街口,3
KHH501218028,YouBike2.0_高雄市立澄清湖棒球場,56
KHH501218029,YouBike2.0_高雄市立澄清湖棒球場(公園路側),19
KHH501218030,YouBike2.0_大華公園,6
KHH501218031,YouBike2.0_高雄果嶺自然公園,19
KHH501219001,YouBike2.0_永芳公園,9
KHH501219002,YouBike2.0_慈惠醫院,3
KHH501219003,YouBike2.0_捷運大寮站(1號出口),45
KHH501219004,YouBike2.0_山頂國小,4
KHH501219005,YouBike2.0_中庄國小,9
KHH501219006,YouBike2.0_中庄國中,13
KHH501219007,YouBike2.0_新光高中,14
KHH501219008,YouBike2.0_翁公園,6
KHH501219009,YouBike2.0_後庄車站,22
KHH501219010,YouBike2.0_後庄國小,12
KHH501219011,YouBike2.0_和春技術學院大寮校區,6
KHH501219012,YouBike2.0_輔英科技大學,29
KHH501219014,YouBike2.0_大寮區公所,16
KHH501219015,YouBike2.0_昭明國小(鳳林一路184巷),4
KHH501219016,YouBike2.0_中庄社區發展協會,8
KHH501219017,YouBike2.0_仁忠仁忠路111巷口,8
KHH501219018,YouBike2.0_大寮國小,8
KHH501219019,YouBike2.0_三隆兒童公園,10
KHH501219020,YouBike2.0_大寮國中,7
KHH501219021,YouBike2.0_鳳林宣武路口,0
KHH501219022,YouBike2.0_捷運大寮機廠,3
KHH501219023,YouBike2.0_大寮運動公園,19
KHH501219024,YouBike2.0_潮寮國中,11
KHH501219025,YouBike2.0_琉球黃厝路口,0
KHH501219026,YouBike2.0_溪寮公車站,8
KHH501219027,YouBike2.0_上寮綜合活動中心,2
KHH501219028,YouBike2.0_義和河堤路口,11
KHH501219029,YouBike2.0_中庄福德祠,7
KHH501219030,YouBike2.0_精忠公園,12
KHH501219031,YouBike2.0_高英工商,3
KHH501219032,YouBike2.0_會社公園,8
KHH501219033,YouBike2.0_大發開封宮,7
KHH501219034,YouBike2.0_翁園社區活動中心,13
KHH501219036,YouBike2.0_溪寮國小,7
KHH501220001,YouBike2.0_捷運青埔站(1號出口)東側,2
KHH501220002,YouBike2.0_橋頭地檢署,11
KHH501220003,YouBike2.0_竹林公園,11
KHH501220004,YouBike2.0_橋頭車站,11
KHH501220005,YouBike2.0_橋頭地方法院(新中五街),6
KHH501220006,YouBike2.0_岡山養護工程隊,8
KHH501220007,YouBike2.0_橋頭地方法院(橋新二路側),8
KHH501220008,YouBike2.0_捷運青埔站(1號出口)西側,5
KHH501220009,YouBike2.0_捷運橋頭糖廠站(1號出口),13
KHH501220010,YouBike2.0_橋頭國中,11
KHH501220011,YouBike2.0_一品公園,8
KHH501220012,YouBike2.0_小機堡停車場,9
KHH501220013,YouBike2.0_橋新一橋新八路口,12
KHH501220014,YouBike2.0_橋新七新東一街口,17
KHH501220015,YouBike2.0_橋新環新東一街口,6
KHH501220016,YouBike2.0_甲圍公園,8
KHH501220017,YouBike2.0_仕隆國小,9
KHH501220018,YouBike2.0_五林國小,5
KHH501220019,YouBike2.0_橋頭國小,3
KHH501220020,YouBike2.0_成功南橋新六路口,15
KHH501220021,YouBike2.0_橋都新南二街口,15
KHH501220022,YouBike2.0_新莊義山宮,3
KHH501220023,YouBike2.0_經武甲樹路1186巷口,9
KHH501220024,YouBike2.0_成功南經武路口,10
KHH501220025,YouBike2.0_高苑工商,16
KHH501220026,YouBike2.0_橋都新南三街口,8
KHH501220027,YouBike2.0_典寶溪D區滯洪池,13
KHH501220028,YouBike2.0_六班長紀念公園,7
KHH501220029,YouBike2.0_橋頭林仔頭護安宮,10
KHH501220030,YouBike2.0_九甲圍義山宮,8
KHH501220031,YouBike2.0_關聖宮,8
KHH501220032,YouBike2.0_橋頭兒六公園,7
KHH501220033,YouBike2.0_橋新一橋新九路口(東側),11
KHH501220034,YouBike2.0_橋頭仕元代天府,7
KHH501220035,YouBike2.0_甲圍國小,13
KHH501220036,YouBike2.0_甲樹路口站,13
KHH501220037,YouBike2.0_橋頭公兒10公園,3
KHH501220038,YouBike2.0_仕隆帝仙宮,11
KHH501220039,YouBike2.0_頂鹽田天月宮,7
KHH501221001,YouBike2.0_高雄市立圖書館湖內分館,7
KHH501221002,YouBike2.0_文賢國小,9
KHH501221003,YouBike2.0_湖內國中,6
KHH501221004,YouBike2.0_長壽路公有停車場,4
KHH501221005,YouBike2.0_湖東公園,9
KHH501221006,YouBike2.0_保生湖中路378巷口,4
KHH501221007,YouBike2.0_公館公園,5
KHH501221008,YouBike2.0_忠興社區活動中心,10
KHH501221009,YouBike2.0_湖內區農會海埔分部,5
KHH501221010,YouBike2.0_正義正義二路口,2
KHH501221011,YouBike2.0_田尾玉湖宮,12
KHH501221012,YouBike2.0_大湖社區活動中心,12
KHH501222001,YouBike2.0_觀音牛路巷公園,0
KHH501222002,YouBike2.0_文中二公園,0
KHH501222003,YouBike2.0_金龍路46巷,7
KHH501222005,YouBike2.0_中里社區公園,10
KHH501222006,YouBike2.0_觀音山腳休息區,7
KHH501222007,YouBike2.0_大社區公所,4
KHH501222008,YouBike2.0_大社國中(中山路),6
KHH501222009,YouBike2.0_三奶公園,18
KHH501222010,YouBike2.0_中正保舍甲路(東南側),11
KHH501223001,YouBike2.0_彌陀漁民活動中心,2
KHH501223002,YouBike2.0_高雄市立圖書館彌陀公園分館,5
KHH501223003,YouBike2.0_彌陀國中,10
KHH501223004,YouBike2.0_漯底山自然公園,9
KHH501223005,YouBike2.0_南安國小公車站,9
KHH501223006,YouBike2.0_彌陀國小,8
KHH501223007,YouBike2.0_鹽埕過港安樂宮,3
KHH501223008,YouBike2.0_彌陀彌壽宮,5
KHH501223009,YouBike2.0_鹽埕文安路東段(西南側),7
KHH501224001,YouBike2.0_路竹夜市,7
KHH501224003,YouBike2.0_路竹高中,29
KHH501224004,YouBike2.0_路竹區戶政事務所,14
KHH501224005,YouBike2.0_路科宿舍,3
KHH501224006,YouBike2.0_路竹車站,28
KHH501224007,YouBike2.0_台鋼科大,37
KHH501224008,YouBike2.0_路竹運動公園,3
KHH501224009,YouBike2.0_大湖車站,18
KHH501224010,YouBike2.0_樹人醫護管理專科學校,18
KHH501224011,YouBike2.0_路科六路科一路口,11
KHH501224012,YouBike2.0_一甲國中,4
KHH501224013,YouBike2.0_路竹區第二停車場,16
KHH501224014,YouBike2.0_路竹區老人活動中心,28
KHH501224015,YouBike2.0_竹滬國小,4
KHH501224016,YouBike2.0_一甲公園,5
KHH501224017,YouBike2.0_一甲國小,10
KHH501224018,YouBike2.0_路竹竹東停車場,11
KHH501224019,YouBike2.0_蔡文國小,7
KHH501224020,YouBike2.0_建國公園,5
KHH501224021,YouBike2.0_路科十路科三路口,8
KHH501224022,YouBike2.0_路竹運動公園(東北側),10
KHH501224023,YouBike2.0_路竹地政事務所,20
KHH501224024,YouBike2.0_大社國小,9
KHH501224025,YouBike2.0_高雄秀傳紀念醫院,15
KHH501225001,YouBike2.0_阿蓮國中,3
KHH501225002,YouBike2.0_阿蓮區公所,13
KHH501225003,YouBike2.0_阿蓮國小,6
KHH501225004,YouBike2.0_南蓮停車場,3
KHH501225005,YouBike2.0_萬福宮,9
KHH501226001,YouBike2.0_舊鐵橋生態公園,5
KHH501226002,YouBike2.0_舊鐵橋濕地公園,7
KHH501226003,YouBike2.0_九曲堂火車站(前站),22
KHH501226004,YouBike2.0_九曲堂火車站(後站),14
KHH501226005,YouBike2.0_大樹綜合體育館,10
KHH501226006,YouBike2.0_高雄市立圖書館大樹二館,5
KHH501226007,YouBike2.0_大樹國小,17
KHH501226008,YouBike2.0_九曲福德宮,8
KHH501226011,YouBike2.0_姑山倉庫,9
KHH501226012,YouBike2.0_久堂湖底二巷,20
KHH501227001,YouBike2.0_永安區休閒公園,9
KHH501227002,YouBike2.0_竹仔港文興宮,7
KHH501227003,YouBike2.0_永新漁港安檢所,9
KHH501227004,YouBike2.0_農漁產品展售中心,6
KHH501227005,YouBike2.0_永安滯洪池停車場,11
KHH501228001,YouBike2.0_燕巢區公所,9
KHH501228002,YouBike2.0_兒二公園,1
KHH501228003,YouBike2.0_阿公店水庫停車場,21
KHH501228004,YouBike2.0_阿公店森林公園,12
KHH501228005,YouBike2.0_高雄市立圖書館燕巢分館,7
KHH501228006,YouBike2.0_西燕公園,6
KHH501228008,YouBike2.0_角宿天后宮活動中心,4
KHH501228009,YouBike2.0_東側兒一公園,5
KHH501228010,YouBike2.0_鳳雄國小,1
KHH501228011,YouBike2.0_南燕公園,5
KHH501228012,YouBike2.0_援剿右神元宮,8
KHH501229001,YouBike2.0_鼓山國小(延平一路),7
KHH501229002,YouBike2.0_旗山老街(華中街),3
KHH501229003,YouBike2.0_旗山武德殿,10
KHH501229004,YouBike2.0_旗山轉運站,1
KHH501229005,YouBike2.0_旗山區公所,10
KHH501229006,YouBike2.0_中華光復一街路口,7
KHH501229007,YouBike2.0_旗糖農創園區,14
KHH501229008,YouBike2.0_旗糖農創園區(停車場),19
KHH501229009,YouBike2.0_旗山農工,17
KHH501229010,YouBike2.0_高雄市立圖書館旗山分館,5
KHH501229011,YouBike2.0_永平街停車場,10
KHH501229012,YouBike2.0_洪厝公園,9
KHH501229013,YouBike2.0_旗尾代天宮,15
KHH501230001,YouBike2.0_美濃湖(民權路),12
KHH501230002,YouBike2.0_雙峰公園停車場,8
KHH501230003,YouBike2.0_高雄市立圖書館美濃分館,9
KHH501230004,YouBike2.0_高雄市美濃運動中心,10
KHH501235001,YouBike2.0_甲仙親水公園停車場,10
